,waste,wst_oper,unit,geo\time,y2018,y2017,y2016,y2015,y2014,y2013,y2012,y2011,y2010,y2009,y2008,y2007,y2006,y2005
4287,EE_LHA,RCY_REU,T,BG,0.0,33418.0,35980.0,37938.0,26391.0,22361.0,24317.0,25584.0,25899.0,19349.0,20584.0,11639.0,0.0,0.0
4288,EE_LHA,RCY_REU,T,CY,0.0,2626.0,1456.0,1821.0,1087.0,931.0,1109.0,1154.0,1407.0,1507.0,0.0,0.0,0.0,0.0
4289,EE_LHA,RCY_REU,T,CZ,40087.0,41650.0,43851.0,31441.0,23580.0,23689.0,19698.0,23638.0,21601.0,22012.0,19193.0,13190.0,0.0,0.0
4290,EE_LHA,RCY_REU,T,DE,304979.0,310718.0,279026.0,227237.0,202972.0,231137.0,199970.0,203917.0,209060.0,244546.0,220879.0,197515.0,385725.0,0.0
4291,EE_LHA,RCY_REU,T,DK,29114.0,30955.0,31112.0,26348.0,24081.0,26239.0,25261.0,34127.0,27580.0,28877.0,33279.0,41982.0,25835.0,0.0
4292,EE_LHA,RCY_REU,T,EE,4392.0,3986.0,3978.0,2950.0,2327.0,1341.0,1528.0,2322.0,2103.0,1621.0,2690.0,2798.0,0.0,0.0
4293,EE_LHA,RCY_REU,T,EL,32272.0,29618.0,28685.0,26074.0,21962.0,18792.0,18286.0,23304.0,28559.0,40756.0,28592.0,19104.0,7437.0,85.0
4294,EE_LHA,RCY_REU,T,ES,178385.0,150498.0,128529.0,102711.0,78208.0,102383.0,72570.0,68436.0,63514.0,57971.0,203636.0,188368.0,103744.0,0.0
4295,EE_LHA,RCY_REU,T,EU27_2020,0.0,1647433.0,1531544.0,1324015.0,1139173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4296,EE_LHA,RCY_REU,T,EU28,0.0,2142670.0,2076993.0,1616764.0,1376077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4297,EE_LHA,RCY_REU,T,FI,32000.0,30050.0,28258.0,28808.0,28867.0,25882.0,23860.0,23653.0,24504.0,22715.0,22378.0,21129.0,18136.0,8241.0
4298,EE_LHA,RCY_REU,T,FR,382550.0,365612.0,338372.0,291691.0,234725.0,207780.0,196485.0,192764.0,187892.0,168697.0,135085.0,79420.0,0.0,0.0
4299,EE_LHA,RCY_REU,T,HR,20952.0,18306.0,19777.0,10684.0,5128.0,6072.0,5549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,EE_LHA,RCY_REU,T,HU,0.0,29347.0,27738.0,24240.0,24208.0,21883.0,19156.0,18878.0,18325.0,23976.0,23786.0,18751.0,11467.0,9012.0
4301,EE_LHA,RCY_REU,T,IE,33228.0,26275.0,25061.0,21850.0,19666.0,16047.0,17942.0,18451.0,20124.0,21674.0,20752.0,19970.0,0.0,0.0
4302,EE_LHA,RCY_REU,T,IS,0.0,2537.0,1752.0,1410.0,1846.0,1005.0,1020.0,713.0,565.0,292.0,0.0,0.0,0.0,0.0
4303,EE_LHA,RCY_REU,T,IT,0.0,0.0,0.0,150794.0,122091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4304,EE_LHA,RCY_REU,T,LI,134.0,121.0,132.0,115.0,56.0,53.0,13.0,15.0,24.0,9.0,6.0,6.0,0.0,0.0
4305,EE_LHA,RCY_REU,T,LT,0.0,5258.0,5419.0,7589.0,9614.0,6089.0,5609.0,4806.0,3635.0,2810.0,4150.0,4060.0,3512.0,47.0
4306,EE_LHA,RCY_REU,T,LU,0.0,2805.0,2760.0,2525.0,2360.0,2157.0,1881.0,1898.0,1906.0,1880.0,1476.0,1572.0,1746.0,0.0
4307,EE_LHA,RCY_REU,T,LV,4285.0,4378.0,2258.0,2110.0,2225.0,2109.0,1827.0,1725.0,1723.0,1813.0,2229.0,2258.0,0.0,0.0
4308,EE_LHA,RCY_REU,T,MT,0.0,1122.0,970.0,324.0,911.0,655.0,350.0,834.0,77.0,0.0,0.0,0.0,0.0,0.0
4309,EE_LHA,RCY_REU,T,NL,72664.0,72664.0,63310.0,56607.0,54226.0,49541.0,49288.0,52800.0,50294.0,37191.0,31517.0,29868.0,31022.0,32792.0
4310,EE_LHA,RCY_REU,T,NO,38139.0,40631.0,40439.0,42233.0,40205.0,36059.0,34241.0,38554.0,36821.0,35927.0,38481.0,37620.0,36841.0,44422.0
4311,EE_LHA,RCY_REU,T,PL,0.0,105859.0,97265.0,78182.0,69165.0,72381.0,72919.0,70256.0,47150.0,42494.0,7681.0,3503.0,102.0,0.0
4312,EE_LHA,RCY_REU,T,PT,0.0,33426.0,33301.0,28746.0,25262.0,26167.0,21065.0,28260.0,23107.0,17615.0,17378.0,17854.0,2160.0,24.0
4313,EE_LHA,RCY_REU,T,RO,0.0,0.0,21592.0,15624.0,18203.0,18084.0,9859.0,8775.0,12624.0,18267.0,3181.0,267.0,0.0,0.0
4314,EE_LHA,RCY_REU,T,SE,57435.0,60893.0,68923.0,60845.0,60318.0,70983.0,67266.0,65958.0,64873.0,59270.0,60597.0,66979.0,54702.0,20513.0
4315,EE_LHA,RCY_REU,T,SI,0.0,5166.0,4639.0,4321.0,4108.0,2825.0,3245.0,3132.0,3194.0,3112.0,0.0,0.0,0.0,0.0
4316,EE_LHA,RCY_REU,T,SK,0.0,13707.0,13669.0,10402.0,10714.0,10478.0,10141.0,11056.0,10946.0,11508.0,10779.0,7639.0,4333.0,1655.0
4317,EE_LHA,RCY_REU,T,UK,501312.0,495237.0,545449.0,292749.0,236904.0,0.0,0.0,0.0,0.0,197557.0,194043.0,92978.0,0.0,0.0
4345,EE_LHA,REU,T,AT,8415.0,8277.0,561.0,616.0,511.0,656.0,520.0,432.0,726.0,530.0,620.0,160.0,156.0,7.0
4346,EE_LHA,REU,T,BE,1855.0,0.0,0.0,1352.0,1724.0,1599.0,1398.0,1629.0,2436.0,990.0,863.0,945.0,938.0,822.0
4347,EE_LHA,REU,T,BG,0.0,0.0,0.0,0.0,0.0,141.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
4348,EE_LHA,REU,T,CY,0.0,10.0,13.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4349,EE_LHA,REU,T,DE,3243.0,2099.0,1916.0,1251.0,883.0,879.0,1036.0,1713.0,1309.0,1367.0,1725.0,1016.0,3141.0,0.0
4350,EE_LHA,REU,T,DK,414.0,105.0,35.0,4.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4351,EE_LHA,REU,T,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4352,EE_LHA,REU,T,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4353,EE_LHA,REU,T,ES,0.0,0.0,0.0,0.0,53.0,0.0,31.0,725.0,584.0,568.0,0.0,0.0,0.0,0.0
4354,EE_LHA,REU,T,FI,217.0,216.0,157.0,224.0,291.0,265.0,286.0,147.0,87.0,91.0,132.0,90.0,36.0,1.0
4355,EE_LHA,REU,T,FR,4000.0,3815.0,4398.0,3213.0,3837.0,3237.0,2999.0,5305.0,4497.0,4638.0,3876.0,3642.0,443.0,0.0
4356,EE_LHA,REU,T,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4357,EE_LHA,REU,T,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
4358,EE_LHA,REU,T,IE,0.0,92.0,0.0,199.0,26.0,110.0,80.0,193.0,60.0,21.0,37.0,0.0,0.0,0.0
